CD_REFNIS,CD_SEX,CD_AGEGROUP,DT_DATE,NR_YEAR,MS_NUM_DEATH
4000,2,85+,2010-07-02,2010,5
4000,2,85+,2011-07-02,2011,2
4000,2,85+,2012-07-02,2012,8
4000,2,85+,2013-07-02,2013,3
4000,2,85+,2014-07-02,2014,4
4000,2,85+,2015-07-02,2015,9
4000,2,85+,2016-07-02,2016,5
4000,2,85+,2017-07-02,2017,5
4000,2,85+,2018-07-02,2018,10
4000,2,85+,2019-07-02,2019,4
2000,1,0-24,2010-07-03,2010,4
2000,1,0-24,2011-07-03,2011,1
2000,1,0-24,2012-07-03,2012,2
2000,1,0-24,2017-07-03,2017,1
2000,1,25-44,2009-07-03,2009,2
2000,1,25-44,2010-07-03,2010,3
2000,1,25-44,2011-07-03,2011,4
2000,1,25-44,2013-07-03,2013,2
2000,1,25-44,2014-07-03,2014,3
2000,1,25-44,2015-07-03,2015,3
2000,1,25-44,2016-07-03,2016,2
2000,1,25-44,2017-07-03,2017,1
2000,1,25-44,2018-07-03,2018,5
2000,1,25-44,2019-07-03,2019,2
2000,1,45-64,2009-07-03,2009,12
2000,1,45-64,2010-07-03,2010,14
2000,1,45-64,2011-07-03,2011,8
2000,1,45-64,2012-07-03,2012,13
2000,1,45-64,2013-07-03,2013,18
2000,1,45-64,2014-07-03,2014,12
2000,1,45-64,2015-07-03,2015,19
2000,1,45-64,2016-07-03,2016,16
2000,1,45-64,2017-07-03,2017,15
2000,1,45-64,2018-07-03,2018,19
2000,1,45-64,2019-07-03,2019,13
2000,1,65-74,2009-07-03,2009,20
2000,1,65-74,2010-07-03,2010,19
2000,1,65-74,2011-07-03,2011,12
2000,1,65-74,2012-07-03,2012,10
2000,1,65-74,2013-07-03,2013,19
2000,1,65-74,2014-07-03,2014,12
2000,1,65-74,2015-07-03,2015,20
2000,1,65-74,2016-07-03,2016,10
2000,1,65-74,2017-07-03,2017,18
2000,1,65-74,2018-07-03,2018,22
2000,1,65-74,2019-07-03,2019,14
2000,1,75-84,2009-07-03,2009,23
2000,1,75-84,2010-07-03,2010,36
2000,1,75-84,2011-07-03,2011,22
2000,1,75-84,2012-07-03,2012,27
2000,1,75-84,2013-07-03,2013,25
2000,1,75-84,2014-07-03,2014,20
2000,1,75-84,2015-07-03,2015,31
2000,1,75-84,2016-07-03,2016,21
2000,1,75-84,2017-07-03,2017,24
2000,1,75-84,2018-07-03,2018,29
2000,1,75-84,2019-07-03,2019,28
2000,1,85+,2009-07-03,2009,18
2000,1,85+,2010-07-03,2010,14
2000,1,85+,2011-07-03,2011,14
2000,1,85+,2012-07-03,2012,24
2000,1,85+,2013-07-03,2013,23
2000,1,85+,2014-07-03,2014,32
2000,1,85+,2015-07-03,2015,27
2000,1,85+,2016-07-03,2016,25
2000,1,85+,2017-07-03,2017,22
2000,1,85+,2018-07-03,2018,25
2000,1,85+,2019-07-03,2019,24
2000,2,0-24,2009-07-03,2009,1
2000,2,0-24,2010-07-03,2010,1
2000,2,0-24,2012-07-03,2012,1
2000,2,0-24,2013-07-03,2013,1
2000,2,0-24,2014-07-03,2014,2
2000,2,0-24,2015-07-03,2015,3
2000,2,0-24,2017-07-03,2017,2
2000,2,0-24,2019-07-03,2019,1
2000,2,25-44,2010-07-03,2010,2
2000,2,25-44,2011-07-03,2011,2
2000,2,25-44,2012-07-03,2012,2
2000,2,25-44,2013-07-03,2013,1
2000,2,25-44,2015-07-03,2015,2
2000,2,25-44,2017-07-03,2017,3
2000,2,25-44,2018-07-03,2018,2
2000,2,45-64,2009-07-03,2009,2
2000,2,45-64,2010-07-03,2010,5
2000,2,45-64,2011-07-03,2011,6
2000,2,45-64,2012-07-03,2012,12
2000,2,45-64,2013-07-03,2013,6
2000,2,45-64,2014-07-03,2014,6
2000,2,45-64,2015-07-03,2015,10
2000,2,45-64,2016-07-03,2016,7
2000,2,45-64,2017-07-03,2017,5
2000,2,45-64,2018-07-03,2018,12
2000,2,45-64,2019-07-03,2019,5
2000,2,65-74,2009-07-03,2009,17
2000,2,65-74,2010-07-03,2010,15
2000,2,65-74,2011-07-03,2011,9
2000,2,65-74,2012-07-03,2012,11
2000,2,65-74,2013-07-03,2013,11
2000,2,65-74,2014-07-03,2014,5
2000,2,65-74,2015-07-03,2015,15
2000,2,65-74,2016-07-03,2016,11
2000,2,65-74,2017-07-03,2017,14
2000,2,65-74,2018-07-03,2018,9
2000,2,65-74,2019-07-03,2019,15
2000,2,75-84,2009-07-03,2009,23
2000,2,75-84,2010-07-03,2010,31
2000,2,75-84,2011-07-03,2011,29
2000,2,75-84,2012-07-03,2012,25
2000,2,75-84,2013-07-03,2013,23
2000,2,75-84,2014-07-03,2014,23
2000,2,75-84,2015-07-03,2015,28
2000,2,75-84,2016-07-03,2016,20
2000,2,75-84,2017-07-03,2017,21
2000,2,75-84,2018-07-03,2018,20
2000,2,75-84,2019-07-03,2019,19
2000,2,85+,2009-07-03,2009,40
2000,2,85+,2010-07-03,2010,57
2000,2,85+,2011-07-03,2011,29
2000,2,85+,2012-07-03,2012,37
2000,2,85+,2013-07-03,2013,39
2000,2,85+,2014-07-03,2014,34
2000,2,85+,2015-07-03,2015,52
2000,2,85+,2016-07-03,2016,28
2000,2,85+,2017-07-03,2017,47
2000,2,85+,2018-07-03,2018,38
2000,2,85+,2019-07-03,2019,44
3000,1,0-24,2012-07-03,2012,1
3000,1,0-24,2016-07-03,2016,1
3000,1,0-24,2017-07-03,2017,1
3000,1,25-44,2009-07-03,2009,1
3000,1,25-44,2010-07-03,2010,5
3000,1,25-44,2011-07-03,2011,2
3000,1,25-44,2012-07-03,2012,4
3000,1,25-44,2014-07-03,2014,2
3000,1,25-44,2016-07-03,2016,10
3000,1,25-44,2017-07-03,2017,3
3000,1,25-44,2018-07-03,2018,1
3000,1,25-44,2019-07-03,2019,2
3000,1,45-64,2009-07-03,2009,13
3000,1,45-64,2010-07-03,2010,9
3000,1,45-64,2011-07-03,2011,10
3000,1,45-64,2012-07-03,2012,7
3000,1,45-64,2013-07-03,2013,11
3000,1,45-64,2014-07-03,2014,14
3000,1,45-64,2015-07-03,2015,16
3000,1,45-64,2016-07-03,2016,7
3000,1,45-64,2017-07-03,2017,11
3000,1,45-64,2018-07-03,2018,9
3000,1,45-64,2019-07-03,2019,11
3000,1,65-74,2009-07-03,2009,11
3000,1,65-74,2010-07-03,2010,9
3000,1,65-74,2011-07-03,2011,6
3000,1,65-74,2012-07-03,2012,6
3000,1,65-74,2013-07-03,2013,9
3000,1,65-74,2014-07-03,2014,11
3000,1,65-74,2015-07-03,2015,12
3000,1,65-74,2016-07-03,2016,9
3000,1,65-74,2017-07-03,2017,5
3000,1,65-74,2018-07-03,2018,7
3000,1,65-74,2019-07-03,2019,13
3000,1,75-84,2009-07-03,2009,16
3000,1,75-84,2010-07-03,2010,20
3000,1,75-84,2011-07-03,2011,13
3000,1,75-84,2012-07-03,2012,18
3000,1,75-84,2013-07-03,2013,17
3000,1,75-84,2014-07-03,2014,15
3000,1,75-84,2015-07-03,2015,22
3000,1,75-84,2016-07-03,2016,6
3000,1,75-84,2017-07-03,2017,12
3000,1,75-84,2018-07-03,2018,10
3000,1,75-84,2019-07-03,2019,15
3000,1,85+,2009-07-03,2009,11
3000,1,85+,2010-07-03,2010,9
3000,1,85+,2011-07-03,2011,13
3000,1,85+,2012-07-03,2012,13
3000,1,85+,2013-07-03,2013,10
3000,1,85+,2014-07-03,2014,10
3000,1,85+,2015-07-03,2015,13
3000,1,85+,2016-07-03,2016,9
3000,1,85+,2017-07-03,2017,8
3000,1,85+,2018-07-03,2018,14
3000,1,85+,2019-07-03,2019,14
3000,2,0-24,2009-07-03,2009,2
3000,2,0-24,2011-07-03,2011,1
3000,2,0-24,2013-07-03,2013,1
3000,2,0-24,2015-07-03,2015,1
3000,2,0-24,2019-07-03,2019,1
3000,2,25-44,2009-07-03,2009,2
3000,2,25-44,2010-07-03,2010,2
3000,2,25-44,2011-07-03,2011,2
3000,2,25-44,2013-07-03,2013,1
3000,2,25-44,2014-07-03,2014,1
3000,2,25-44,2015-07-03,2015,1
3000,2,25-44,2017-07-03,2017,1
3000,2,45-64,2009-07-03,2009,4
3000,2,45-64,2010-07-03,2010,12
3000,2,45-64,2011-07-03,2011,8
3000,2,45-64,2012-07-03,2012,8
3000,2,45-64,2013-07-03,2013,4
3000,2,45-64,2014-07-03,2014,1
3000,2,45-64,2015-07-03,2015,2
3000,2,45-64,2016-07-03,2016,6
3000,2,45-64,2017-07-03,2017,2
3000,2,45-64,2018-07-03,2018,5
3000,2,45-64,2019-07-03,2019,7
3000,2,65-74,2009-07-03,2009,5
3000,2,65-74,2010-07-03,2010,5
3000,2,65-74,2011-07-03,2011,5
3000,2,65-74,2012-07-03,2012,7
3000,2,65-74,2013-07-03,2013,4
3000,2,65-74,2014-07-03,2014,5
3000,2,65-74,2015-07-03,2015,7
3000,2,65-74,2016-07-03,2016,6
3000,2,65-74,2017-07-03,2017,12
3000,2,65-74,2018-07-03,2018,4
3000,2,65-74,2019-07-03,2019,9
3000,2,75-84,2009-07-03,2009,18
3000,2,75-84,2010-07-03,2010,18
3000,2,75-84,2011-07-03,2011,14
3000,2,75-84,2012-07-03,2012,7
3000,2,75-84,2013-07-03,2013,19
3000,2,75-84,2014-07-03,2014,13
3000,2,75-84,2015-07-03,2015,21
3000,2,75-84,2016-07-03,2016,12
3000,2,75-84,2017-07-03,2017,18
3000,2,75-84,2018-07-03,2018,9
3000,2,75-84,2019-07-03,2019,15
3000,2,85+,2009-07-03,2009,24
3000,2,85+,2010-07-03,2010,29
3000,2,85+,2011-07-03,2011,24
3000,2,85+,2012-07-03,2012,19
3000,2,85+,2013-07-03,2013,27
3000,2,85+,2014-07-03,2014,15
3000,2,85+,2015-07-03,2015,32
3000,2,85+,2016-07-03,2016,20
3000,2,85+,2017-07-03,2017,17
3000,2,85+,2018-07-03,2018,23
3000,2,85+,2019-07-03,2019,18
4000,1,0-24,2012-07-03,2012,1
4000,1,0-24,2019-07-03,2019,1
4000,1,25-44,2011-07-03,2011,1
4000,1,25-44,2014-07-03,2014,1
4000,1,25-44,2015-07-03,2015,1
4000,1,25-44,2019-07-03,2019,1
4000,1,45-64,2009-07-03,2009,4
4000,1,45-64,2010-07-03,2010,2
4000,1,45-64,2011-07-03,2011,3
4000,1,45-64,2012-07-03,2012,3
4000,1,45-64,2013-07-03,2013,4
4000,1,45-64,2014-07-03,2014,1
4000,1,45-64,2015-07-03,2015,1
4000,1,45-64,2016-07-03,2016,3
4000,1,45-64,2017-07-03,2017,2
4000,1,45-64,2018-07-03,2018,1
4000,1,45-64,2019-07-03,2019,2
4000,1,65-74,2009-07-03,2009,4
4000,1,65-74,2010-07-03,2010,4
4000,1,65-74,2012-07-03,2012,3
4000,1,65-74,2013-07-03,2013,2
4000,1,65-74,2014-07-03,2014,5
4000,1,65-74,2015-07-03,2015,4
4000,1,65-74,2016-07-03,2016,1
4000,1,65-74,2017-07-03,2017,3
4000,1,65-74,2018-07-03,2018,2
4000,1,65-74,2019-07-03,2019,2
4000,1,75-84,2009-07-03,2009,8
4000,1,75-84,2010-07-03,2010,6
4000,1,75-84,2011-07-03,2011,6
4000,1,75-84,2012-07-03,2012,5
4000,1,75-84,2013-07-03,2013,1
4000,1,75-84,2014-07-03,2014,5
4000,1,75-84,2015-07-03,2015,8
4000,1,75-84,2016-07-03,2016,3
4000,1,75-84,2017-07-03,2017,2
4000,1,75-84,2018-07-03,2018,4
4000,1,75-84,2019-07-03,2019,7
4000,1,85+,2009-07-03,2009,2
4000,1,85+,2010-07-03,2010,3
4000,1,85+,2011-07-03,2011,2
4000,1,85+,2012-07-03,2012,1
4000,1,85+,2013-07-03,2013,6
4000,1,85+,2014-07-03,2014,5
4000,1,85+,2015-07-03,2015,5
4000,1,85+,2016-07-03,2016,2
4000,1,85+,2017-07-03,2017,7
4000,1,85+,2018-07-03,2018,2
4000,1,85+,2019-07-03,2019,5
4000,2,0-24,2014-07-03,2014,1
4000,2,25-44,2015-07-03,2015,1
4000,2,45-64,2009-07-03,2009,2
4000,2,45-64,2011-07-03,2011,1
4000,2,45-64,2014-07-03,2014,1
4000,2,45-64,2015-07-03,2015,2
4000,2,45-64,2016-07-03,2016,1
4000,2,45-64,2017-07-03,2017,2
4000,2,45-64,2018-07-03,2018,1
4000,2,65-74,2009-07-03,2009,3
4000,2,65-74,2011-07-03,2011,1
4000,2,65-74,2012-07-03,2012,1
4000,2,65-74,2013-07-03,2013,1
4000,2,65-74,2014-07-03,2014,3
4000,2,65-74,2015-07-03,2015,2
4000,2,65-74,2016-07-03,2016,1
4000,2,65-74,2017-07-03,2017,2
4000,2,65-74,2018-07-03,2018,3
4000,2,65-74,2019-07-03,2019,2
4000,2,75-84,2009-07-03,2009,2
4000,2,75-84,2010-07-03,2010,8
4000,2,75-84,2011-07-03,2011,5
4000,2,75-84,2012-07-03,2012,4
4000,2,75-84,2013-07-03,2013,3
4000,2,75-84,2014-07-03,2014,6
4000,2,75-84,2016-07-03,2016,3
4000,2,75-84,2017-07-03,2017,7
4000,2,75-84,2018-07-03,2018,2
4000,2,75-84,2019-07-03,2019,2
4000,2,85+,2009-07-03,2009,4
4000,2,85+,2010-07-03,2010,6
4000,2,85+,2011-07-03,2011,8
4000,2,85+,2012-07-03,2012,6
4000,2,85+,2013-07-03,2013,4
4000,2,85+,2014-07-03,2014,4
4000,2,85+,2015-07-03,2015,8
4000,2,85+,2016-07-03,2016,3
4000,2,85+,2017-07-03,2017,10
4000,2,85+,2018-07-03,2018,7
4000,2,85+,2019-07-03,2019,6
2000,1,0-24,2009-07-04,2009,1
2000,1,0-24,2010-07-04,2010,2
2000,1,0-24,2012-07-04,2012,1
2000,1,0-24,2014-07-04,2014,4
2000,1,0-24,2016-07-04,2016,2
2000,1,0-24,2017-07-04,2017,1
2000,1,0-24,2018-07-04,2018,2
2000,1,25-44,2009-07-04,2009,6
2000,1,25-44,2010-07-04,2010,2
2000,1,25-44,2011-07-04,2011,1
2000,1,25-44,2012-07-04,2012,2
2000,1,25-44,2013-07-04,2013,1
2000,1,25-44,2014-07-04,2014,4
2000,1,25-44,2015-07-04,2015,3
2000,1,25-44,2016-07-04,2016,2
2000,1,25-44,2017-07-04,2017,2
2000,1,25-44,2018-07-04,2018,1
2000,1,25-44,2019-07-04,2019,2
2000,1,45-64,2009-07-04,2009,12
2000,1,45-64,2010-07-04,2010,10
2000,1,45-64,2011-07-04,2011,15
2000,1,45-64,2012-07-04,2012,14
2000,1,45-64,2013-07-04,2013,12
2000,1,45-64,2014-07-04,2014,8
2000,1,45-64,2015-07-04,2015,14
2000,1,45-64,2016-07-04,2016,14
2000,1,45-64,2017-07-04,2017,6
2000,1,45-64,2018-07-04,2018,9
2000,1,45-64,2019-07-04,2019,12
2000,1,65-74,2009-07-04,2009,11
2000,1,65-74,2010-07-04,2010,16
2000,1,65-74,2011-07-04,2011,14
2000,1,65-74,2012-07-04,2012,22
2000,1,65-74,2013-07-04,2013,17
2000,1,65-74,2014-07-04,2014,18
2000,1,65-74,2015-07-04,2015,8
2000,1,65-74,2016-07-04,2016,10
2000,1,65-74,2017-07-04,2017,23
2000,1,65-74,2018-07-04,2018,11
2000,1,65-74,2019-07-04,2019,14
2000,1,75-84,2009-07-04,2009,32
2000,1,75-84,2010-07-04,2010,22
2000,1,75-84,2011-07-04,2011,30
2000,1,75-84,2012-07-04,2012,15
2000,1,75-84,2013-07-04,2013,23
2000,1,75-84,2014-07-04,2014,29
2000,1,75-84,2015-07-04,2015,31
2000,1,75-84,2016-07-04,2016,20
2000,1,75-84,2017-07-04,2017,24
2000,1,75-84,2018-07-04,2018,26
2000,1,75-84,2019-07-04,2019,25
2000,1,85+,2009-07-04,2009,9
2000,1,85+,2010-07-04,2010,11
2000,1,85+,2011-07-04,2011,22
2000,1,85+,2012-07-04,2012,17
2000,1,85+,2013-07-04,2013,26
2000,1,85+,2014-07-04,2014,33
2000,1,85+,2015-07-04,2015,29
2000,1,85+,2016-07-04,2016,18
2000,1,85+,2017-07-04,2017,28
2000,1,85+,2018-07-04,2018,29
2000,1,85+,2019-07-04,2019,21
2000,2,0-24,2010-07-04,2010,3
2000,2,0-24,2011-07-04,2011,1
2000,2,0-24,2012-07-04,2012,1
2000,2,0-24,2013-07-04,2013,1
2000,2,0-24,2017-07-04,2017,1
2000,2,0-24,2018-07-04,2018,1
2000,2,0-24,2019-07-04,2019,1
2000,2,25-44,2009-07-04,2009,1
2000,2,25-44,2010-07-04,2010,2
2000,2,25-44,2011-07-04,2011,1
2000,2,25-44,2013-07-04,2013,1
2000,2,25-44,2014-07-04,2014,1
2000,2,25-44,2015-07-04,2015,1
2000,2,25-44,2016-07-04,2016,1
2000,2,25-44,2017-07-04,2017,1
2000,2,45-64,2009-07-04,2009,6
2000,2,45-64,2010-07-04,2010,6
2000,2,45-64,2011-07-04,2011,15
2000,2,45-64,2012-07-04,2012,4
2000,2,45-64,2013-07-04,2013,6
2000,2,45-64,2014-07-04,2014,11
2000,2,45-64,2015-07-04,2015,11
2000,2,45-64,2016-07-04,2016,4
2000,2,45-64,2017-07-04,2017,5
2000,2,45-64,2018-07-04,2018,6
2000,2,45-64,2019-07-04,2019,10
2000,2,65-74,2009-07-04,2009,9
2000,2,65-74,2010-07-04,2010,14
2000,2,65-74,2011-07-04,2011,9
2000,2,65-74,2012-07-04,2012,12
2000,2,65-74,2013-07-04,2013,9
2000,2,65-74,2014-07-04,2014,11
2000,2,65-74,2015-07-04,2015,7
2000,2,65-74,2016-07-04,2016,8
2000,2,65-74,2017-07-04,2017,11
2000,2,65-74,2018-07-04,2018,5
2000,2,65-74,2019-07-04,2019,7
2000,2,75-84,2009-07-04,2009,25
2000,2,75-84,2010-07-04,2010,20
2000,2,75-84,2011-07-04,2011,23
2000,2,75-84,2012-07-04,2012,17
2000,2,75-84,2013-07-04,2013,30
2000,2,75-84,2014-07-04,2014,21
2000,2,75-84,2015-07-04,2015,31
2000,2,75-84,2016-07-04,2016,16
2000,2,75-84,2017-07-04,2017,18
2000,2,75-84,2018-07-04,2018,17
2000,2,75-84,2019-07-04,2019,18
2000,2,85+,2009-07-04,2009,22
2000,2,85+,2010-07-04,2010,43
2000,2,85+,2011-07-04,2011,21
2000,2,85+,2012-07-04,2012,36
2000,2,85+,2013-07-04,2013,32
2000,2,85+,2014-07-04,2014,42
2000,2,85+,2015-07-04,2015,44
2000,2,85+,2016-07-04,2016,35
2000,2,85+,2017-07-04,2017,34
2000,2,85+,2018-07-04,2018,40
2000,2,85+,2019-07-04,2019,32
3000,1,0-24,2009-07-04,2009,2
3000,1,0-24,2010-07-04,2010,3
3000,1,0-24,2011-07-04,2011,1
3000,1,0-24,2012-07-04,2012,1
3000,1,0-24,2014-07-04,2014,2
3000,1,0-24,2015-07-04,2015,2
3000,1,0-24,2017-07-04,2017,3
3000,1,0-24,2019-07-04,2019,2
3000,1,25-44,2009-07-04,2009,2
3000,1,25-44,2010-07-04,2010,2
3000,1,25-44,2011-07-04,2011,1
3000,1,25-44,2012-07-04,2012,3
3000,1,25-44,2015-07-04,2015,5
3000,1,25-44,2016-07-04,2016,3
3000,1,25-44,2017-07-04,2017,2
3000,1,25-44,2019-07-04,2019,1
3000,1,45-64,2009-07-04,2009,11
3000,1,45-64,2010-07-04,2010,11
3000,1,45-64,2011-07-04,2011,12
3000,1,45-64,2012-07-04,2012,9
3000,1,45-64,2013-07-04,2013,10
3000,1,45-64,2014-07-04,2014,16
3000,1,45-64,2015-07-04,2015,11
3000,1,45-64,2016-07-04,2016,9
3000,1,45-64,2017-07-04,2017,11
3000,1,45-64,2018-07-04,2018,9
3000,1,45-64,2019-07-04,2019,9
3000,1,65-74,2009-07-04,2009,7
3000,1,65-74,2010-07-04,2010,9
3000,1,65-74,2011-07-04,2011,10
3000,1,65-74,2012-07-04,2012,7
3000,1,65-74,2013-07-04,2013,6
3000,1,65-74,2014-07-04,2014,7
3000,1,65-74,2015-07-04,2015,11
3000,1,65-74,2016-07-04,2016,10
3000,1,65-74,2017-07-04,2017,13
3000,1,65-74,2018-07-04,2018,10
3000,1,65-74,2019-07-04,2019,14
3000,1,75-84,2009-07-04,2009,13
3000,1,75-84,2010-07-04,2010,13
3000,1,75-84,2011-07-04,2011,11
3000,1,75-84,2012-07-04,2012,15
3000,1,75-84,2013-07-04,2013,15
3000,1,75-84,2014-07-04,2014,13
3000,1,75-84,2015-07-04,2015,22
3000,1,75-84,2016-07-04,2016,14
3000,1,75-84,2017-07-04,2017,9
3000,1,75-84,2018-07-04,2018,16
3000,1,75-84,2019-07-04,2019,11
3000,1,85+,2009-07-04,2009,8
3000,1,85+,2010-07-04,2010,5
3000,1,85+,2011-07-04,2011,9
3000,1,85+,2012-07-04,2012,17
3000,1,85+,2013-07-04,2013,10
3000,1,85+,2014-07-04,2014,13
3000,1,85+,2015-07-04,2015,17
3000,1,85+,2016-07-04,2016,13
3000,1,85+,2017-07-04,2017,6
3000,1,85+,2018-07-04,2018,14
3000,1,85+,2019-07-04,2019,11
3000,2,0-24,2010-07-04,2010,1
3000,2,0-24,2018-07-04,2018,1
3000,2,25-44,2011-07-04,2011,2
3000,2,25-44,2012-07-04,2012,1
3000,2,25-44,2014-07-04,2014,1
3000,2,25-44,2015-07-04,2015,1
3000,2,25-44,2017-07-04,2017,2
3000,2,45-64,2009-07-04,2009,8
3000,2,45-64,2010-07-04,2010,4
3000,2,45-64,2011-07-04,2011,6
3000,2,45-64,2012-07-04,2012,5
3000,2,45-64,2013-07-04,2013,3
3000,2,45-64,2014-07-04,2014,5
3000,2,45-64,2015-07-04,2015,13
3000,2,45-64,2016-07-04,2016,7
3000,2,45-64,2017-07-04,2017,7
3000,2,45-64,2018-07-04,2018,6
3000,2,45-64,2019-07-04,2019,6
3000,2,65-74,2009-07-04,2009,6
3000,2,65-74,2010-07-04,2010,8
3000,2,65-74,2011-07-04,2011,6
3000,2,65-74,2012-07-04,2012,10
3000,2,65-74,2013-07-04,2013,4
3000,2,65-74,2014-07-04,2014,6
3000,2,65-74,2016-07-04,2016,7
3000,2,65-74,2017-07-04,2017,7
3000,2,65-74,2018-07-04,2018,6
3000,2,65-74,2019-07-04,2019,7
3000,2,75-84,2009-07-04,2009,15
3000,2,75-84,2010-07-04,2010,17
3000,2,75-84,2011-07-04,2011,14
3000,2,75-84,2012-07-04,2012,16
3000,2,75-84,2013-07-04,2013,6
3000,2,75-84,2014-07-04,2014,17
3000,2,75-84,2015-07-04,2015,16
3000,2,75-84,2016-07-04,2016,13
3000,2,75-84,2017-07-04,2017,10
3000,2,75-84,2018-07-04,2018,19
3000,2,75-84,2019-07-04,2019,4
3000,2,85+,2009-07-04,2009,24
3000,2,85+,2010-07-04,2010,18
3000,2,85+,2011-07-04,2011,21
3000,2,85+,2012-07-04,2012,25
3000,2,85+,2013-07-04,2013,21
3000,2,85+,2014-07-04,2014,25
3000,2,85+,2015-07-04,2015,28
3000,2,85+,2016-07-04,2016,24
3000,2,85+,2017-07-04,2017,19
3000,2,85+,2018-07-04,2018,25
3000,2,85+,2019-07-04,2019,12
4000,1,25-44,2010-07-04,2010,1
4000,1,25-44,2013-07-04,2013,2
4000,1,25-44,2016-07-04,2016,1
4000,1,45-64,2009-07-04,2009,1
4000,1,45-64,2010-07-04,2010,3
4000,1,45-64,2011-07-04,2011,6
4000,1,45-64,2012-07-04,2012,1
4000,1,45-64,2013-07-04,2013,6
4000,1,45-64,2014-07-04,2014,3
4000,1,45-64,2015-07-04,2015,1
4000,1,45-64,2016-07-04,2016,1
4000,1,45-64,2017-07-04,2017,1
4000,1,45-64,2018-07-04,2018,2
4000,1,65-74,2009-07-04,2009,2
4000,1,65-74,2010-07-04,2010,2
4000,1,65-74,2011-07-04,2011,2
4000,1,65-74,2013-07-04,2013,2
4000,1,65-74,2015-07-04,2015,2
4000,1,65-74,2016-07-04,2016,3
4000,1,65-74,2017-07-04,2017,1
4000,1,65-74,2018-07-04,2018,1
4000,1,65-74,2019-07-04,2019,2
4000,1,75-84,2009-07-04,2009,4
4000,1,75-84,2010-07-04,2010,4
4000,1,75-84,2011-07-04,2011,6
4000,1,75-84,2012-07-04,2012,3
4000,1,75-84,2014-07-04,2014,5
4000,1,75-84,2015-07-04,2015,1
4000,1,75-84,2016-07-04,2016,2
4000,1,75-84,2017-07-04,2017,4
4000,1,75-84,2018-07-04,2018,7
4000,1,75-84,2019-07-04,2019,1
4000,1,85+,2009-07-04,2009,2
4000,1,85+,2010-07-04,2010,4
4000,1,85+,2011-07-04,2011,4
4000,1,85+,2012-07-04,2012,6
4000,1,85+,2013-07-04,2013,2
4000,1,85+,2014-07-04,2014,5
4000,1,85+,2015-07-04,2015,8
4000,1,85+,2016-07-04,2016,2
4000,1,85+,2017-07-04,2017,4
4000,1,85+,2018-07-04,2018,4
4000,1,85+,2019-07-04,2019,4
4000,2,0-24,2009-07-04,2009,1
4000,2,0-24,2010-07-04,2010,1
4000,2,0-24,2011-07-04,2011,1
4000,2,0-24,2014-07-04,2014,1
4000,2,0-24,2019-07-04,2019,1
4000,2,25-44,2011-07-04,2011,1
4000,2,25-44,2012-07-04,2012,1
4000,2,45-64,2009-07-04,2009,3
4000,2,45-64,2010-07-04,2010,2
4000,2,45-64,2011-07-04,2011,2
4000,2,45-64,2012-07-04,2012,1
4000,2,45-64,2013-07-04,2013,3
4000,2,45-64,2014-07-04,2014,4
4000,2,45-64,2015-07-04,2015,2
4000,2,45-64,2016-07-04,2016,1
4000,2,45-64,2018-07-04,2018,2
4000,2,45-64,2019-07-04,2019,2
4000,2,65-74,2009-07-04,2009,2
4000,2,65-74,2011-07-04,2011,1
4000,2,65-74,2012-07-04,2012,1
4000,2,65-74,2013-07-04,2013,2
4000,2,65-74,2014-07-04,2014,1
4000,2,65-74,2015-07-04,2015,1
4000,2,65-74,2016-07-04,2016,1
4000,2,65-74,2017-07-04,2017,4
4000,2,65-74,2018-07-04,2018,3
4000,2,75-84,2009-07-04,2009,3
4000,2,75-84,2010-07-04,2010,3
4000,2,75-84,2011-07-04,2011,2
4000,2,75-84,2012-07-04,2012,1
4000,2,75-84,2013-07-04,2013,3
4000,2,75-84,2014-07-04,2014,4
4000,2,75-84,2015-07-04,2015,2
4000,2,75-84,2016-07-04,2016,1
4000,2,75-84,2017-07-04,2017,5
4000,2,75-84,2018-07-04,2018,3
4000,2,75-84,2019-07-04,2019,2
4000,2,85+,2009-07-04,2009,3
4000,2,85+,2010-07-04,2010,5
4000,2,85+,2011-07-04,2011,4
4000,2,85+,2012-07-04,2012,4
4000,2,85+,2013-07-04,2013,2
4000,2,85+,2014-07-04,2014,5
4000,2,85+,2015-07-04,2015,6
4000,2,85+,2016-07-04,2016,7
4000,2,85+,2017-07-04,2017,3
4000,2,85+,2018-07-04,2018,10
4000,2,85+,2019-07-04,2019,8
2000,1,0-24,2009-07-05,2009,1
2000,1,0-24,2010-07-05,2010,2
2000,1,0-24,2011-07-05,2011,2
2000,1,0-24,2013-07-05,2013,4
2000,1,0-24,2015-07-05,2015,2
2000,1,0-24,2016-07-05,2016,2
2000,1,0-24,2017-07-05,2017,2
2000,1,0-24,2019-07-05,2019,1
2000,1,25-44,2009-07-05,2009,4
2000,1,25-44,2011-07-05,2011,2
2000,1,25-44,2012-07-05,2012,5
2000,1,25-44,2014-07-05,2014,2
2000,1,25-44,2015-07-05,2015,4
2000,1,25-44,2016-07-05,2016,2
2000,1,25-44,2017-07-05,2017,3
2000,1,45-64,2009-07-05,2009,11
2000,1,45-64,2010-07-05,2010,17
2000,1,45-64,2011-07-05,2011,17
2000,1,45-64,2012-07-05,2012,13
2000,1,45-64,2013-07-05,2013,13
